LECROYWaveRunneržR,21150,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,31-May-2022 16:25:06,0                 
Time,Ampl
-4.95819626e-010,-0.316367
5.04180374e-010,-0.333943
1.50418037e-009,-0.351519
2.50418037e-009,-0.333943
3.50418037e-009,-0.333943
4.50418037e-009,-0.333943
5.50418037e-009,-0.369094
6.50418037e-009,-0.333943
7.50418037e-009,-0.316367
8.50418037e-009,-0.316367
9.50418037e-009,-0.333943
1.05041804e-008,-0.333943
1.15041804e-008,-0.298791
1.25041804e-008,-0.351519
1.35041804e-008,-0.351519
1.45041804e-008,-0.316367
1.55041804e-008,-0.316367
1.65041804e-008,-0.316367
1.75041804e-008,-0.333943
1.85041804e-008,-0.316367
1.95041804e-008,-0.298791
2.05041804e-008,-0.333943
2.15041804e-008,-0.316367
2.25041804e-008,-0.316367
2.35041804e-008,-0.298791
2.45041804e-008,-0.316367
2.55041804e-008,-0.333943
2.65041804e-008,-0.316367
2.75041804e-008,-0.298791
2.85041804e-008,-0.351519
2.95041804e-008,-0.333943
3.05041804e-008,-0.316367
3.15041804e-008,-0.316367
3.25041804e-008,-0.316367
3.35041804e-008,-0.333943
3.45041804e-008,-0.298791
3.55041804e-008,-0.281215
3.65041804e-008,-0.298791
3.75041804e-008,-0.316367
3.85041804e-008,-0.316367
3.95041804e-008,-0.281215
4.05041804e-008,-0.316367
4.15041804e-008,-0.333943
4.25041804e-008,-0.281215
4.35041804e-008,-0.298791
4.45041804e-008,-0.316367
4.55041804e-008,-0.333943
4.65041804e-008,-0.298791
4.75041804e-008,-0.281215
4.85041804e-008,-0.316367
4.95041804e-008,-0.298791
5.05041804e-008,-0.298791
5.15041804e-008,-0.281215
5.25041804e-008,-0.281215
5.35041804e-008,-0.298791
5.45041804e-008,-0.281215
5.55041804e-008,-0.281215
5.65041804e-008,-0.298791
5.75041804e-008,-0.316367
5.85041804e-008,-0.263639
5.95041804e-008,-0.281215
6.05041804e-008,-0.263639
6.15041804e-008,-0.298791
6.25041804e-008,-0.263639
6.35041804e-008,-0.281215
6.45041804e-008,-0.281215
6.55041804e-008,-0.298791
6.65041804e-008,-0.263639
6.75041804e-008,-0.263639
6.85041804e-008,-0.281215
6.95041804e-008,-0.298791
7.05041804e-008,-0.246063
7.15041804e-008,-0.281215
7.25041804e-008,-0.281215
7.35041804e-008,-0.281215
7.45041804e-008,-0.281215
7.55041804e-008,-0.263639
7.65041804e-008,-0.298791
7.75041804e-008,-0.281215
7.85041804e-008,-0.246063
7.95041804e-008,-0.246063
8.05041804e-008,-0.263639
8.15041804e-008,-0.263639
8.25041804e-008,-0.263639
8.35041804e-008,-0.228487
8.45041804e-008,-0.263639
8.55041804e-008,-0.281215
8.65041804e-008,-0.263639
8.75041804e-008,-0.210911
8.85041804e-008,-0.263639
8.95041804e-008,-0.281215
9.05041804e-008,-0.228487
9.15041804e-008,-0.228487
9.25041804e-008,-0.263639
9.35041804e-008,-0.246063
9.45041804e-008,-0.246063
9.55041804e-008,-0.228487
9.65041804e-008,-0.246063
9.75041804e-008,-0.228487
9.85041804e-008,-0.228487
9.95041804e-008,-0.228487
1.0050418e-007,-0.263639
1.0150418e-007,-0.263639
1.0250418e-007,-0.228487
1.0350418e-007,-0.228487
1.0450418e-007,-0.263639
1.0550418e-007,-0.246063
1.0650418e-007,-0.228487
1.0750418e-007,-0.210911
1.0850418e-007,-0.228487
1.0950418e-007,-0.228487
1.1050418e-007,-0.228487
1.1150418e-007,-0.210911
1.1250418e-007,-0.228487
1.1350418e-007,-0.228487
1.1450418e-007,-0.228487
1.1550418e-007,-0.210911
1.1650418e-007,-0.210911
1.1750418e-007,-0.228487
1.1850418e-007,-0.228487
1.1950418e-007,-0.193335
1.2050418e-007,-0.210911
1.2150418e-007,-0.193335
1.2250418e-007,-0.193335
1.2350418e-007,-0.193335
1.2450418e-007,-0.228487
1.2550418e-007,-0.210911
1.2650418e-007,-0.210911
1.2750418e-007,-0.175759
1.2850418e-007,-0.210911
1.2950418e-007,-0.210911
1.3050418e-007,-0.193335
1.3150418e-007,-0.210911
1.3250418e-007,-0.193335
1.3350418e-007,-0.210911
1.3450418e-007,-0.175759
1.3550418e-007,-0.175759
1.3650418e-007,-0.193335
1.3750418e-007,-0.193335
1.3850418e-007,-0.193335
1.3950418e-007,-0.158183
1.4050418e-007,-0.210911
1.4150418e-007,-0.193335
1.4250418e-007,-0.193335
1.4350418e-007,-0.158183
1.4450418e-007,-0.193335
1.4550418e-007,-0.175759
1.4650418e-007,-0.175759
1.4750418e-007,-0.158183
1.4850418e-007,-0.193335
1.4950418e-007,-0.158183
1.5050418e-007,-0.140607
1.5150418e-007,-0.140607
1.5250418e-007,-0.193335
1.5350418e-007,-0.193335
1.5450418e-007,-0.140607
1.5550418e-007,-0.123031
1.5650418e-007,-0.175759
1.5750418e-007,-0.175759
1.5850418e-007,-0.140607
1.5950418e-007,-0.140607
1.6050418e-007,-0.158183
1.6150418e-007,-0.158183
1.6250418e-007,-0.140607
1.6350418e-007,-0.140607
1.6450418e-007,-0.158183
1.6550418e-007,-0.175759
1.6650418e-007,-0.140607
1.6750418e-007,-0.140607
1.6850418e-007,-0.158183
1.6950418e-007,-0.175759
1.7050418e-007,-0.123031
1.7150418e-007,-0.123031
1.7250418e-007,-0.140607
1.7350418e-007,-0.158183
1.7450418e-007,-0.123031
1.7550418e-007,-0.140607
1.7650418e-007,-0.140607
1.7750418e-007,-0.140607
1.7850418e-007,-0.140607
1.7950418e-007,-0.123031
1.8050418e-007,-0.140607
1.8150418e-007,-0.140607
1.8250418e-007,-0.105456
1.8350418e-007,-0.123031
1.8450418e-007,-0.123031
1.8550418e-007,-0.123031
1.8650418e-007,-0.0878796
1.8750418e-007,-0.105456
1.8850418e-007,-0.105456
1.8950418e-007,-0.0878796
1.9050418e-007,-0.123031
1.9150418e-007,-0.140607
1.9250418e-007,-0.123031
1.9350418e-007,-0.105456
1.9450418e-007,-0.105456
1.9550418e-007,-0.0527278
1.9650418e-007,-0.105456
1.9750418e-007,-0.123031
1.9850418e-007,-0.0878796
1.9950418e-007,-0.0703037
2.0050418e-007,-0.105456
2.0150418e-007,-0.0878796
2.0250418e-007,-0.0878796
2.0350418e-007,-0.0703037
2.0450418e-007,-0.0878796
2.0550418e-007,-0.0878796
2.0650418e-007,-0.0878796
2.0750418e-007,-0.0703037
2.0850418e-007,-0.0703037
2.0950418e-007,-0.0878796
2.1050418e-007,-0.0703037
2.1150418e-007,-0.0703037
2.1250418e-007,-0.0703037
2.1350418e-007,-0.0703037
2.1450418e-007,-0.0527278
2.1550418e-007,-0.0527278
2.1650418e-007,-0.0703037
2.1750418e-007,-0.0703037
2.1850418e-007,-0.0527278
2.1950418e-007,-0.0527278
2.2050418e-007,-0.0703037
2.2150418e-007,-0.0527278
2.2250418e-007,-0.0351519
2.2350418e-007,-0.0351519
2.2450418e-007,-0.0703037
2.2550418e-007,-0.0703037
2.2650418e-007,-0.0351519
2.2750418e-007,-0.0351519
2.2850418e-007,-0.0527278
2.2950418e-007,-0.0527278
2.3050418e-007,-0.0351519
2.3150418e-007,-0.0175759
2.3250418e-007,-0.0703037
2.3350418e-007,-0.0527278
2.3450418e-007,0
2.3550418e-007,-0.0175759
2.3650418e-007,-0.0351519
2.3750418e-007,-0.0351519
2.3850418e-007,-0.0175759
2.3950418e-007,0.0175759
2.4050418e-007,-0.0527278
2.4150418e-007,-0.0175759
2.4250418e-007,-0.0175759
2.4350418e-007,0
2.4450418e-007,-0.0175759
2.4550418e-007,0
2.4650418e-007,-0.0175759
2.4750418e-007,0
2.4850418e-007,-0.0175759
2.4950418e-007,-0.0175759
2.5050418e-007,0
2.5150418e-007,0.0175759
2.5250418e-007,0
2.5350418e-007,0
2.5450418e-007,0.0175759
2.5550418e-007,0.0175759
2.5650418e-007,-0.0175759
2.5750418e-007,-0.0175759
2.5850418e-007,0
2.5950418e-007,0.0175759
2.6050418e-007,0.0175759
2.6150418e-007,0.0175759
2.6250418e-007,0
2.6350418e-007,0.0175759
2.6450418e-007,0
2.6550418e-007,0.0351519
2.6650418e-007,0.0351519
2.6750418e-007,0.0527278
2.6850418e-007,0.0175759
2.6950418e-007,0.0175759
2.7050418e-007,0.0351519
2.7150418e-007,0.0351519
2.7250418e-007,0.0351519
2.7350418e-007,0.0175759
2.7450418e-007,0.0351519
2.7550418e-007,0.0351519
2.7650418e-007,0.0351519
2.7750418e-007,0.0527278
2.7850418e-007,0.0527278
2.7950418e-007,0.0703037
2.8050418e-007,0.0351519
2.8150418e-007,0.0527278
2.8250418e-007,0.0703037
2.8350418e-007,0.0703037
2.8450418e-007,0.0527278
2.8550418e-007,0.0527278
2.8650418e-007,0.0703037
2.8750418e-007,0.0878796
2.8850418e-007,0.0351519
2.8950418e-007,0.0527278
2.9050418e-007,0.105456
2.9150418e-007,0.0703037
2.9250418e-007,0.0703037
2.9350418e-007,0.0703037
2.9450418e-007,0.0878796
2.9550418e-007,0.0878796
2.9650418e-007,0.0703037
2.9750418e-007,0.105456
2.9850418e-007,0.0878796
2.9950418e-007,0.0878796
3.0050418e-007,0.0878796
3.0150418e-007,0.0527278
3.0250418e-007,0.105456
3.0350418e-007,0.0878796
3.0450418e-007,0.0703037
3.0550418e-007,0.0878796
3.0650418e-007,0.0878796
3.0750418e-007,0.0878796
3.0850418e-007,0.0878796
3.0950418e-007,0.105456
3.1050418e-007,0.105456
3.1150418e-007,0.105456
3.1250418e-007,0.123031
3.1350418e-007,0.123031
3.1450418e-007,0.123031
3.1550418e-007,0.123031
3.1650418e-007,0.123031
3.1750418e-007,0.123031
3.1850418e-007,0.0878796
3.1950418e-007,0.158183
3.2050418e-007,0.123031
3.2150418e-007,0.0878796
3.2250418e-007,0.123031
3.2350418e-007,0.123031
3.2450418e-007,0.123031
3.2550418e-007,0.123031
3.2650418e-007,0.158183
3.2750418e-007,0.158183
3.2850418e-007,0.140607
3.2950418e-007,0.158183
3.3050418e-007,0.158183
3.3150418e-007,0.158183
3.3250418e-007,0.105456
3.3350418e-007,0.158183
3.3450418e-007,0.123031
3.3550418e-007,0.140607
3.3650418e-007,0.140607
3.3750418e-007,0.158183
