LECROYWaveRunneržR,21150,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,13-Apr-2022 11:32:48,0                 
Time,Ampl
-7.69819626e-010,182.651
2.30180374e-010,199.256
1.23018037e-009,199.256
2.23018037e-009,182.651
3.23018037e-009,199.256
4.23018037e-009,182.651
5.23018037e-009,182.651
6.23018037e-009,182.651
7.23018037e-009,166.047
8.23018037e-009,182.651
9.23018037e-009,182.651
1.02301804e-008,182.651
1.12301804e-008,166.047
1.22301804e-008,182.651
1.32301804e-008,149.442
1.42301804e-008,149.442
1.52301804e-008,166.047
1.62301804e-008,149.442
1.72301804e-008,149.442
1.82301804e-008,166.047
1.92301804e-008,166.047
2.02301804e-008,166.047
2.12301804e-008,149.442
2.22301804e-008,132.837
2.32301804e-008,132.837
2.42301804e-008,149.442
2.52301804e-008,149.442
2.62301804e-008,116.233
2.72301804e-008,132.837
2.82301804e-008,149.442
2.92301804e-008,132.837
3.02301804e-008,116.233
3.12301804e-008,116.233
3.22301804e-008,132.837
3.32301804e-008,99.6281
3.42301804e-008,116.233
3.52301804e-008,116.233
3.62301804e-008,116.233
3.72301804e-008,116.233
3.82301804e-008,116.233
3.92301804e-008,116.233
4.02301804e-008,99.6281
4.12301804e-008,99.6281
4.22301804e-008,99.6281
4.32301804e-008,99.6281
4.42301804e-008,99.6281
4.52301804e-008,99.6281
4.62301804e-008,83.0234
4.72301804e-008,99.6281
4.82301804e-008,83.0234
4.92301804e-008,83.0234
5.02301804e-008,66.4187
5.12301804e-008,83.0234
5.22301804e-008,83.0234
5.32301804e-008,66.4187
5.42301804e-008,83.0234
5.52301804e-008,83.0234
5.62301804e-008,83.0234
5.72301804e-008,66.4187
5.82301804e-008,66.4187
5.92301804e-008,66.4187
6.02301804e-008,66.4187
6.12301804e-008,49.814
6.22301804e-008,66.4187
6.32301804e-008,49.814
6.42301804e-008,49.814
6.52301804e-008,49.814
6.62301804e-008,33.2094
6.72301804e-008,49.814
6.82301804e-008,49.814
6.92301804e-008,66.4187
7.02301804e-008,33.2094
7.12301804e-008,33.2094
7.22301804e-008,33.2094
7.32301804e-008,33.2094
7.42301804e-008,0
7.52301804e-008,33.2094
7.62301804e-008,33.2094
7.72301804e-008,16.6047
7.82301804e-008,33.2094
7.92301804e-008,33.2094
8.02301804e-008,33.2094
8.12301804e-008,16.6047
8.22301804e-008,16.6047
8.32301804e-008,16.6047
8.42301804e-008,16.6047
8.52301804e-008,0
8.62301804e-008,0
8.72301804e-008,0
8.82301804e-008,16.6047
8.92301804e-008,-33.2094
9.02301804e-008,-16.6047
9.12301804e-008,0
9.22301804e-008,-16.6047
9.32301804e-008,-16.6047
9.42301804e-008,-16.6047
9.52301804e-008,-16.6047
9.62301804e-008,-16.6047
9.72301804e-008,-16.6047
9.82301804e-008,-33.2094
9.92301804e-008,-16.6047
1.0023018e-007,-16.6047
1.0123018e-007,-33.2094
1.0223018e-007,-33.2094
1.0323018e-007,0
1.0423018e-007,-33.2094
1.0523018e-007,-49.814
1.0623018e-007,-49.814
1.0723018e-007,-33.2094
1.0823018e-007,-33.2094
1.0923018e-007,-49.814
1.1023018e-007,-66.4187
1.1123018e-007,-33.2094
1.1223018e-007,-33.2094
1.1323018e-007,-66.4187
1.1423018e-007,-49.814
1.1523018e-007,-66.4187
1.1623018e-007,-49.814
1.1723018e-007,-49.814
1.1823018e-007,-49.814
1.1923018e-007,-49.814
1.2023018e-007,-83.0234
1.2123018e-007,-66.4187
1.2223018e-007,-83.0234
1.2323018e-007,-66.4187
1.2423018e-007,-49.814
1.2523018e-007,-99.6281
1.2623018e-007,-83.0234
1.2723018e-007,-66.4187
1.2823018e-007,-66.4187
1.2923018e-007,-116.233
1.3023018e-007,-99.6281
1.3123018e-007,-99.6281
1.3223018e-007,-83.0234
1.3323018e-007,-116.233
1.3423018e-007,-83.0234
1.3523018e-007,-83.0234
1.3623018e-007,-83.0234
1.3723018e-007,-99.6281
1.3823018e-007,-99.6281
1.3923018e-007,-99.6281
1.4023018e-007,-66.4187
1.4123018e-007,-99.6281
1.4223018e-007,-132.837
1.4323018e-007,-116.233
1.4423018e-007,-99.6281
1.4523018e-007,-116.233
1.4623018e-007,-116.233
1.4723018e-007,-149.442
1.4823018e-007,-99.6281
1.4923018e-007,-116.233
1.5023018e-007,-132.837
1.5123018e-007,-116.233
1.5223018e-007,-116.233
1.5323018e-007,-166.047
1.5423018e-007,-149.442
1.5523018e-007,-132.837
1.5623018e-007,-132.837
1.5723018e-007,-132.837
1.5823018e-007,-149.442
1.5923018e-007,-132.837
1.6023018e-007,-149.442
1.6123018e-007,-149.442
1.6223018e-007,-182.651
1.6323018e-007,-149.442
1.6423018e-007,-166.047
1.6523018e-007,-166.047
1.6623018e-007,-182.651
1.6723018e-007,-149.442
1.6823018e-007,-132.837
1.6923018e-007,-166.047
1.7023018e-007,-182.651
1.7123018e-007,-182.651
1.7223018e-007,-149.442
1.7323018e-007,-166.047
1.7423018e-007,-166.047
1.7523018e-007,-166.047
1.7623018e-007,-166.047
1.7723018e-007,-166.047
1.7823018e-007,-215.861
1.7923018e-007,-182.651
1.8023018e-007,-166.047
1.8123018e-007,-199.256
1.8223018e-007,-166.047
1.8323018e-007,-199.256
1.8423018e-007,-166.047
1.8523018e-007,-166.047
1.8623018e-007,-199.256
1.8723018e-007,-215.861
1.8823018e-007,-199.256
1.8923018e-007,-199.256
1.9023018e-007,-215.861
1.9123018e-007,-199.256
1.9223018e-007,-166.047
1.9323018e-007,-215.861
1.9423018e-007,-215.861
1.9523018e-007,-199.256
1.9623018e-007,-182.651
1.9723018e-007,-232.465
1.9823018e-007,-232.465
1.9923018e-007,-215.861
2.0023018e-007,-199.256
2.0123018e-007,-232.465
2.0223018e-007,-232.465
2.0323018e-007,-215.861
2.0423018e-007,-199.256
2.0523018e-007,-232.465
2.0623018e-007,-249.07
2.0723018e-007,-249.07
2.0823018e-007,-215.861
2.0923018e-007,-249.07
2.1023018e-007,-249.07
2.1123018e-007,-232.465
2.1223018e-007,-215.861
2.1323018e-007,-232.465
2.1423018e-007,-265.675
2.1523018e-007,-265.675
2.1623018e-007,-215.861
2.1723018e-007,-232.465
2.1823018e-007,-249.07
2.1923018e-007,-232.465
2.2023018e-007,-232.465
2.2123018e-007,-265.675
2.2223018e-007,-249.07
2.2323018e-007,-265.675
2.2423018e-007,-232.465
2.2523018e-007,-282.279
2.2623018e-007,-282.279
2.2723018e-007,-249.07
2.2823018e-007,-249.07
2.2923018e-007,-249.07
2.3023018e-007,-298.884
2.3123018e-007,-282.279
2.3223018e-007,-249.07
2.3323018e-007,-282.279
2.3423018e-007,-298.884
2.3523018e-007,-265.675
2.3623018e-007,-265.675
2.3723018e-007,-298.884
2.3823018e-007,-298.884
2.3923018e-007,-282.279
2.4023018e-007,-282.279
2.4123018e-007,-298.884
2.4223018e-007,-298.884
2.4323018e-007,-298.884
2.4423018e-007,-298.884
2.4523018e-007,-282.279
2.4623018e-007,-298.884
2.4723018e-007,-298.884
2.4823018e-007,-282.279
2.4923018e-007,-298.884
2.5023018e-007,-315.489
2.5123018e-007,-315.489
2.5223018e-007,-282.279
2.5323018e-007,-315.489
2.5423018e-007,-298.884
2.5523018e-007,-282.279
2.5623018e-007,-298.884
2.5723018e-007,-298.884
2.5823018e-007,-348.698
2.5923018e-007,-315.489
2.6023018e-007,-298.884
2.6123018e-007,-332.094
2.6223018e-007,-315.489
2.6323018e-007,-332.094
2.6423018e-007,-298.884
2.6523018e-007,-332.094
2.6623018e-007,-332.094
2.6723018e-007,-332.094
2.6823018e-007,-298.884
2.6923018e-007,-332.094
2.7023018e-007,-332.094
2.7123018e-007,-332.094
2.7223018e-007,-298.884
2.7323018e-007,-315.489
2.7423018e-007,-332.094
2.7523018e-007,-332.094
2.7623018e-007,-315.489
2.7723018e-007,-348.698
2.7823018e-007,-348.698
2.7923018e-007,-332.094
2.8023018e-007,-315.489
2.8123018e-007,-348.698
2.8223018e-007,-332.094
2.8323018e-007,-348.698
2.8423018e-007,-298.884
2.8523018e-007,-332.094
2.8623018e-007,-348.698
2.8723018e-007,-348.698
2.8823018e-007,-332.094
2.8923018e-007,-348.698
2.9023018e-007,-365.303
2.9123018e-007,-365.303
2.9223018e-007,-332.094
2.9323018e-007,-348.698
2.9423018e-007,-348.698
2.9523018e-007,-365.303
2.9623018e-007,-332.094
2.9723018e-007,-348.698
2.9823018e-007,-365.303
2.9923018e-007,-365.303
3.0023018e-007,-348.698
3.0123018e-007,-365.303
3.0223018e-007,-348.698
3.0323018e-007,-365.303
3.0423018e-007,-332.094
3.0523018e-007,-365.303
3.0623018e-007,-381.908
3.0723018e-007,-348.698
3.0823018e-007,-365.303
3.0923018e-007,-398.512
