LECROYWaveRunneržR,21150,Waveform
Segments,1,SegmentSize,100001
Segment,TrigTime,TimeSinceSegment1
#1,13-Apr-2022 11:20:22,0                 
Time,Ampl
-3.69819626e-010,365.303
6.30180374e-010,332.094
1.63018037e-009,365.303
2.63018037e-009,332.094
3.63018037e-009,315.489
4.63018037e-009,315.489
5.63018037e-009,332.094
6.63018037e-009,332.094
7.63018037e-009,332.094
8.63018037e-009,332.094
9.63018037e-009,348.698
1.06301804e-008,315.489
1.16301804e-008,298.884
1.26301804e-008,315.489
1.36301804e-008,332.094
1.46301804e-008,298.884
1.56301804e-008,298.884
1.66301804e-008,315.489
1.76301804e-008,282.279
1.86301804e-008,265.675
1.96301804e-008,282.279
2.06301804e-008,265.675
2.16301804e-008,282.279
2.26301804e-008,265.675
2.36301804e-008,282.279
2.46301804e-008,282.279
2.56301804e-008,298.884
2.66301804e-008,265.675
2.76301804e-008,249.07
2.86301804e-008,249.07
2.96301804e-008,282.279
3.06301804e-008,215.861
3.16301804e-008,215.861
3.26301804e-008,265.675
3.36301804e-008,249.07
3.46301804e-008,215.861
3.56301804e-008,232.465
3.66301804e-008,215.861
3.76301804e-008,215.861
3.86301804e-008,215.861
3.96301804e-008,199.256
4.06301804e-008,215.861
4.16301804e-008,182.651
4.26301804e-008,199.256
4.36301804e-008,199.256
4.46301804e-008,182.651
4.56301804e-008,199.256
4.66301804e-008,182.651
4.76301804e-008,166.047
4.86301804e-008,182.651
4.96301804e-008,199.256
5.06301804e-008,166.047
5.16301804e-008,182.651
5.26301804e-008,166.047
5.36301804e-008,166.047
5.46301804e-008,166.047
5.56301804e-008,149.442
5.66301804e-008,149.442
5.76301804e-008,149.442
5.86301804e-008,149.442
5.96301804e-008,166.047
6.06301804e-008,116.233
6.16301804e-008,132.837
6.26301804e-008,132.837
6.36301804e-008,116.233
6.46301804e-008,116.233
6.56301804e-008,116.233
6.66301804e-008,132.837
6.76301804e-008,116.233
6.86301804e-008,116.233
6.96301804e-008,116.233
7.06301804e-008,132.837
7.16301804e-008,116.233
7.26301804e-008,116.233
7.36301804e-008,83.0234
7.46301804e-008,99.6281
7.56301804e-008,99.6281
7.66301804e-008,99.6281
7.76301804e-008,66.4187
7.86301804e-008,83.0234
7.96301804e-008,66.4187
8.06301804e-008,66.4187
8.16301804e-008,66.4187
8.26301804e-008,49.814
8.36301804e-008,33.2094
8.46301804e-008,49.814
8.56301804e-008,33.2094
8.66301804e-008,49.814
8.76301804e-008,33.2094
8.86301804e-008,33.2094
8.96301804e-008,33.2094
9.06301804e-008,33.2094
9.16301804e-008,16.6047
9.26301804e-008,33.2094
9.36301804e-008,16.6047
9.46301804e-008,16.6047
9.56301804e-008,16.6047
9.66301804e-008,16.6047
9.76301804e-008,16.6047
9.86301804e-008,16.6047
9.96301804e-008,16.6047
1.0063018e-007,0
1.0163018e-007,16.6047
1.0263018e-007,-33.2094
1.0363018e-007,0
1.0463018e-007,-33.2094
1.0563018e-007,-33.2094
1.0663018e-007,0
1.0763018e-007,-49.814
1.0863018e-007,-49.814
1.0963018e-007,-33.2094
1.1063018e-007,-49.814
1.1163018e-007,-49.814
1.1263018e-007,-49.814
1.1363018e-007,-49.814
1.1463018e-007,-16.6047
1.1563018e-007,-66.4187
1.1663018e-007,-66.4187
1.1763018e-007,-33.2094
1.1863018e-007,-66.4187
1.1963018e-007,-66.4187
1.2063018e-007,-99.6281
1.2163018e-007,-66.4187
1.2263018e-007,-83.0234
1.2363018e-007,-83.0234
1.2463018e-007,-116.233
1.2563018e-007,-99.6281
1.2663018e-007,-66.4187
1.2763018e-007,-83.0234
1.2863018e-007,-116.233
1.2963018e-007,-116.233
1.3063018e-007,-132.837
1.3163018e-007,-116.233
1.3263018e-007,-132.837
1.3363018e-007,-132.837
1.3463018e-007,-99.6281
1.3563018e-007,-116.233
1.3663018e-007,-166.047
1.3763018e-007,-149.442
1.3863018e-007,-149.442
1.3963018e-007,-116.233
1.4063018e-007,-166.047
1.4163018e-007,-149.442
1.4263018e-007,-132.837
1.4363018e-007,-166.047
1.4463018e-007,-166.047
1.4563018e-007,-166.047
1.4663018e-007,-149.442
1.4763018e-007,-166.047
1.4863018e-007,-199.256
1.4963018e-007,-166.047
1.5063018e-007,-166.047
1.5163018e-007,-182.651
1.5263018e-007,-199.256
1.5363018e-007,-199.256
1.5463018e-007,-182.651
1.5563018e-007,-199.256
1.5663018e-007,-232.465
1.5763018e-007,-215.861
1.5863018e-007,-199.256
1.5963018e-007,-199.256
1.6063018e-007,-232.465
1.6163018e-007,-232.465
1.6263018e-007,-232.465
1.6363018e-007,-232.465
1.6463018e-007,-249.07
1.6563018e-007,-232.465
1.6663018e-007,-232.465
1.6763018e-007,-265.675
1.6863018e-007,-249.07
1.6963018e-007,-282.279
1.7063018e-007,-232.465
1.7163018e-007,-249.07
1.7263018e-007,-282.279
1.7363018e-007,-282.279
1.7463018e-007,-265.675
1.7563018e-007,-282.279
1.7663018e-007,-265.675
1.7763018e-007,-265.675
1.7863018e-007,-232.465
1.7963018e-007,-282.279
1.8063018e-007,-315.489
1.8163018e-007,-298.884
1.8263018e-007,-265.675
1.8363018e-007,-315.489
1.8463018e-007,-298.884
1.8563018e-007,-315.489
1.8663018e-007,-298.884
1.8763018e-007,-315.489
1.8863018e-007,-332.094
1.8963018e-007,-298.884
1.9063018e-007,-298.884
1.9163018e-007,-348.698
1.9263018e-007,-332.094
1.9363018e-007,-348.698
1.9463018e-007,-332.094
1.9563018e-007,-348.698
1.9663018e-007,-332.094
1.9763018e-007,-332.094
1.9863018e-007,-332.094
1.9963018e-007,-365.303
2.0063018e-007,-365.303
2.0163018e-007,-365.303
2.0263018e-007,-332.094
2.0363018e-007,-365.303
2.0463018e-007,-365.303
2.0563018e-007,-381.908
2.0663018e-007,-348.698
2.0763018e-007,-381.908
2.0863018e-007,-381.908
2.0963018e-007,-381.908
2.1063018e-007,-365.303
2.1163018e-007,-381.908
2.1263018e-007,-398.512
2.1363018e-007,-398.512
2.1463018e-007,-398.512
2.1563018e-007,-415.117
2.1663018e-007,-415.117
2.1763018e-007,-398.512
2.1863018e-007,-365.303
2.1963018e-007,-415.117
2.2063018e-007,-415.117
2.2163018e-007,-431.722
2.2263018e-007,-381.908
2.2363018e-007,-415.117
2.2463018e-007,-415.117
2.2563018e-007,-415.117
2.2663018e-007,-398.512
2.2763018e-007,-448.326
2.2863018e-007,-431.722
2.2963018e-007,-448.326
2.3063018e-007,-431.722
2.3163018e-007,-448.326
2.3263018e-007,-431.722
2.3363018e-007,-448.326
2.3463018e-007,-431.722
2.3563018e-007,-448.326
2.3663018e-007,-464.931
2.3763018e-007,-448.326
2.3863018e-007,-448.326
2.3963018e-007,-464.931
2.4063018e-007,-498.14
2.4163018e-007,-498.14
2.4263018e-007,-448.326
2.4363018e-007,-464.931
2.4463018e-007,-481.536
2.4563018e-007,-481.536
2.4663018e-007,-464.931
2.4763018e-007,-481.536
2.4863018e-007,-498.14
2.4963018e-007,-514.745
2.5063018e-007,-481.536
2.5163018e-007,-498.14
2.5263018e-007,-531.35
2.5363018e-007,-514.745
2.5463018e-007,-498.14
2.5563018e-007,-531.35
2.5663018e-007,-498.14
2.5763018e-007,-514.745
2.5863018e-007,-481.536
2.5963018e-007,-498.14
2.6063018e-007,-531.35
2.6163018e-007,-514.745
2.6263018e-007,-498.14
2.6363018e-007,-531.35
2.6463018e-007,-531.35
2.6563018e-007,-547.954
2.6663018e-007,-514.745
2.6763018e-007,-547.954
2.6863018e-007,-564.559
2.6963018e-007,-547.954
2.7063018e-007,-531.35
2.7163018e-007,-547.954
2.7263018e-007,-564.559
2.7363018e-007,-564.559
2.7463018e-007,-531.35
2.7563018e-007,-547.954
2.7663018e-007,-564.559
2.7763018e-007,-581.164
2.7863018e-007,-531.35
2.7963018e-007,-547.954
2.8063018e-007,-581.164
2.8163018e-007,-564.559
2.8263018e-007,-531.35
2.8363018e-007,-564.559
2.8463018e-007,-581.164
2.8563018e-007,-597.768
2.8663018e-007,-564.559
2.8763018e-007,-581.164
2.8863018e-007,-597.768
2.8963018e-007,-581.164
2.9063018e-007,-547.954
2.9163018e-007,-597.768
2.9263018e-007,-614.373
2.9363018e-007,-597.768
2.9463018e-007,-564.559
2.9563018e-007,-597.768
2.9663018e-007,-597.768
2.9763018e-007,-597.768
2.9863018e-007,-581.164
2.9963018e-007,-614.373
3.0063018e-007,-630.978
3.0163018e-007,-630.978
3.0263018e-007,-597.768
3.0363018e-007,-614.373
3.0463018e-007,-614.373
3.0563018e-007,-614.373
3.0663018e-007,-597.768
3.0763018e-007,-614.373
3.0863018e-007,-630.978
3.0963018e-007,-614.373
3.1063018e-007,-597.768
3.1163018e-007,-630.978
3.1263018e-007,-630.978
3.1363018e-007,-647.582
3.1463018e-007,-614.373
3.1563018e-007,-630.978
3.1663018e-007,-664.187
3.1763018e-007,-614.373
3.1863018e-007,-597.768
3.1963018e-007,-647.582
3.2063018e-007,-647.582
3.2163018e-007,-647.582
3.2263018e-007,-614.373
3.2363018e-007,-647.582
3.2463018e-007,-647.582
3.2563018e-007,-664.187
3.2663018e-007,-630.978
3.2763018e-007,-664.187
3.2863018e-007,-647.582
3.2963018e-007,-664.187
3.3063018e-007,-630.978
3.3163018e-007,-664.187
3.3263018e-007,-664.187
3.3363018e-007,-647.582
3.3463018e-007,-664.187
3.3563018e-007,-664.187
3.3663018e-007,-680.792
3.3763018e-007,-664.187
3.3863018e-007,-680.792
3.3963018e-007,-697.396
3.4063018e-007,-680.792
3.4163018e-007,-680.792
3.4263018e-007,-647.582
3.4363018e-007,-680.792
3.4463018e-007,-680.792
3.4563018e-007,-680.792
3.4663018e-007,-630.978
3.4763018e-007,-664.187
3.4863018e-007,-680.792
3.4963018e-007,-680.792
3.5063018e-007,-664.187
3.5163018e-007,-664.187
3.5263018e-007,-697.396
3.5363018e-007,-664.187
3.5463018e-007,-664.187
3.5563018e-007,-697.396
3.5663018e-007,-697.396
3.5763018e-007,-664.187
3.5863018e-007,-647.582
3.5963018e-007,-664.187
3.6063018e-007,-680.792
3.6163018e-007,-697.396
3.6263018e-007,-680.792
3.6363018e-007,-697.396
3.6463018e-007,-680.792
3.6563018e-007,-697.396
3.6663018e-007,-680.792
3.6763018e-007,-680.792
3.6863018e-007,-697.396
3.6963018e-007,-697.396
3.7063018e-007,-664.187
3.7163018e-007,-680.792
3.7263018e-007,-697.396
3.7363018e-007,-680.792
3.7463018e-007,-680.792
3.7563018e-007,-697.396
3.7663018e-007,-680.792
3.7763018e-007,-680.792
3.7863018e-007,-664.187
3.7963018e-007,-697.396
3.8063018e-007,-714.001
3.8163018e-007,-697.396
3.8263018e-007,-664.187
3.8363018e-007,-697.396
3.8463018e-007,-714.001
3.8563018e-007,-714.001
3.8663018e-007,-680.792
3.8763018e-007,-714.001
3.8863018e-007,-697.396
3.8963018e-007,-714.001
3.9063018e-007,-697.396
3.9163018e-007,-697.396
3.9263018e-007,-697.396
3.9363018e-007,-697.396
3.9463018e-007,-697.396
3.9563018e-007,-697.396
3.9663018e-007,-697.396
3.9763018e-007,-697.396
3.9863018e-007,-680.792
3.9963018e-007,-697.396
4.0063018e-007,-697.396
4.0163018e-007,-714.001
4.0263018e-007,-697.396
4.0363018e-007,-697.396
4.0463018e-007,-697.396
4.0563018e-007,-697.396
4.0663018e-007,-680.792
4.0763018e-007,-697.396
4.0863018e-007,-714.001
4.0963018e-007,-680.792
4.1063018e-007,-697.396
4.1163018e-007,-697.396
4.1263018e-007,-697.396
4.1363018e-007,-697.396
4.1463018e-007,-697.396
4.1563018e-007,-714.001
4.1663018e-007,-697.396
4.1763018e-007,-714.001
4.1863018e-007,-680.792
4.1963018e-007,-697.396
4.2063018e-007,-730.606
4.2163018e-007,-730.606
4.2263018e-007,-697.396
4.2363018e-007,-730.606
