LECROYWaveRunneržR,21150,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,31-May-2022 16:25:06,0                 
Time,Ampl
-9.69819626e-010,-398.512
3.01803743e-011,-398.512
1.03018037e-009,-398.512
2.03018037e-009,-365.303
3.03018037e-009,-398.512
4.03018037e-009,-398.512
5.03018037e-009,-332.094
6.03018037e-009,-431.722
7.03018037e-009,-431.722
8.03018037e-009,-431.722
9.03018037e-009,-398.512
1.00301804e-008,-398.512
1.10301804e-008,-464.931
1.20301804e-008,-431.722
1.30301804e-008,-398.512
1.40301804e-008,-464.931
1.50301804e-008,-464.931
1.60301804e-008,-464.931
1.70301804e-008,-398.512
1.80301804e-008,-464.931
1.90301804e-008,-464.931
2.00301804e-008,-498.14
2.10301804e-008,-431.722
2.20301804e-008,-498.14
2.30301804e-008,-531.35
2.40301804e-008,-498.14
2.50301804e-008,-464.931
2.60301804e-008,-531.35
2.70301804e-008,-464.931
2.80301804e-008,-564.559
2.90301804e-008,-498.14
3.00301804e-008,-498.14
3.10301804e-008,-564.559
3.20301804e-008,-564.559
3.30301804e-008,-498.14
3.40301804e-008,-531.35
3.50301804e-008,-564.559
3.60301804e-008,-597.768
3.70301804e-008,-498.14
3.80301804e-008,-564.559
3.90301804e-008,-597.768
4.00301804e-008,-564.559
4.10301804e-008,-498.14
4.20301804e-008,-597.768
4.30301804e-008,-630.978
4.40301804e-008,-597.768
4.50301804e-008,-531.35
4.60301804e-008,-630.978
4.70301804e-008,-630.978
4.80301804e-008,-630.978
4.90301804e-008,-531.35
5.00301804e-008,-630.978
5.10301804e-008,-597.768
5.20301804e-008,-630.978
5.30301804e-008,-531.35
5.40301804e-008,-630.978
5.50301804e-008,-697.396
5.60301804e-008,-630.978
5.70301804e-008,-597.768
5.80301804e-008,-664.187
5.90301804e-008,-697.396
6.00301804e-008,-664.187
6.10301804e-008,-630.978
6.20301804e-008,-597.768
6.30301804e-008,-664.187
6.40301804e-008,-697.396
6.50301804e-008,-630.978
6.60301804e-008,-697.396
6.70301804e-008,-697.396
6.80301804e-008,-697.396
6.90301804e-008,-664.187
7.00301804e-008,-697.396
7.10301804e-008,-697.396
7.20301804e-008,-664.187
7.30301804e-008,-664.187
7.40301804e-008,-730.606
7.50301804e-008,-697.396
7.60301804e-008,-763.815
7.70301804e-008,-697.396
7.80301804e-008,-730.606
7.90301804e-008,-697.396
8.00301804e-008,-730.606
8.10301804e-008,-697.396
8.20301804e-008,-730.606
8.30301804e-008,-763.815
8.40301804e-008,-730.606
8.50301804e-008,-697.396
8.60301804e-008,-763.815
8.70301804e-008,-763.815
8.80301804e-008,-730.606
8.90301804e-008,-730.606
9.00301804e-008,-763.815
9.10301804e-008,-797.024
9.20301804e-008,-797.024
9.30301804e-008,-763.815
9.40301804e-008,-830.234
9.50301804e-008,-797.024
9.60301804e-008,-830.234
9.70301804e-008,-697.396
9.80301804e-008,-830.234
9.90301804e-008,-830.234
1.0003018e-007,-830.234
